Annotation	Gene	Input
GO:0005515_protein binding	Itk	1	
GO:0005524_ATP binding	Itk	1	
GO:0016301_kinase activity	Itk	1	
GO:0016740_transferase activity	Itk	1	
GO:0046872_metal ion binding	Itk	1	
GO:0005509_calcium ion binding	Itln1	1	
GO:0030246_carbohydrate binding	Itln1	1	
GO:0046872_metal ion binding	Itln1	1	
GO:0070492_oligosaccharide binding	Itln1	1	
GO:0070492_oligosaccharide binding	Itln1	1	
GO:0004576_oligosaccharyl transferase activity	Stt3a	1	
GO:0004579_dolichyl-diphosphooligosaccharide-protein glycotransferase activity	Stt3a	1	
GO:0004579_dolichyl-diphosphooligosaccharide-protein glycotransferase activity	Stt3a	1	
GO:0016740_transferase activity	Stt3a	1	
GO:0016757_transferase activity, transferring glycosyl groups	Stt3a	1	
GO:0001540_beta-amyloid binding	Itm2b	1	
GO:0005515_protein binding	Itm2b	1	
GO:0005524_ATP binding	Itm2b	1	
GO:0000166_nucleotide binding	Itpa	1	
GO:0004551_nucleotide diphosphatase activity	Itpa	1	
GO:0016787_hydrolase activity	Itpa	1	
GO:0035529_NADH pyrophosphatase activity	Itpa	1	
GO:0035870_dITP diphosphatase activity	Itpa	1	
GO:0035870_dITP diphosphatase activity	Itpa	1	
GO:0036220_ITP diphosphatase activity	Itpa	1	
GO:0036222_XTP diphosphatase activity	Itpa	1	
GO:0042802_identical protein binding	Itpa	1	
GO:0046872_metal ion binding	Itpa	1	
GO:0047429_nucleoside-triphosphate diphosphatase activity	Itpa	1	
GO:0005216_ion channel activity	Itpr1	1	
GO:0005220_inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	Itpr1	1	
GO:0005220_inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	Itpr1	1	
GO:0005220_inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	Itpr1	1	
GO:0005262_calcium channel activity	Itpr1	1	
GO:0005509_calcium ion binding	Itpr1	1	
GO:0005515_protein binding	Itpr1	1	
GO:0008022_protein C-terminus binding	Itpr1	1	
GO:0015278_calcium-release channel activity	Itpr1	1	
GO:0019855_calcium channel inhibitor activity	Itpr1	1	
GO:0019903_protein phosphatase binding	Itpr1	1	
GO:0032403_protein complex binding	Itpr1	1	
GO:0035091_phosphatidylinositol binding	Itpr1	1	
GO:0005216_ion channel activity	Itpr2	1	
GO:0005220_inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	Itpr2	1	
GO:0005220_inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	Itpr2	1	
GO:0005262_calcium channel activity	Itpr2	1	
GO:0005509_calcium ion binding	Itpr2	1	
GO:0005509_calcium ion binding	Itpr2	1	
GO:0005515_protein binding	Itpr2	1	
GO:0015278_calcium-release channel activity	Itpr2	1	
GO:0035091_phosphatidylinositol binding	Itpr2	1	
GO:0070679_inositol 1,4,5 trisphosphate binding	Itpr2	1	
GO:0000822_inositol hexakisphosphate binding	Itpr3	1	
GO:0005216_ion channel activity	Itpr3	1	
GO:0005220_inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	Itpr3	1	
GO:0005220_inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	Itpr3	1	
GO:0005262_calcium channel activity	Itpr3	1	
GO:0005509_calcium ion binding	Itpr3	1	
GO:0005509_calcium ion binding	Itpr3	1	
GO:0005515_protein binding	Itpr3	1	
GO:0015278_calcium-release channel activity	Itpr3	1	
GO:0035091_phosphatidylinositol binding	Itpr3	1	
GO:0043533_inositol 1,3,4,5 tetrakisphosphate binding	Itpr3	1	
GO:0070679_inositol 1,4,5 trisphosphate binding	Itpr3	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Itsn1	1	
GO:0005089_Rho guanyl-nucleotide exchange factor activity	Itsn1	1	
GO:0005509_calcium ion binding	Itsn1	1	
GO:0005515_protein binding	Itsn1	1	
GO:0019209_kinase activator activity	Itsn1	1	
GO:0032947_protein complex scaffold	Itsn1	1	
GO:0046872_metal ion binding	Itsn1	1	
GO:0070064_proline-rich region binding	Itsn1	1	
GO:0005112_Notch binding	Jag1	1	
GO:0005112_Notch binding	Jag1	1	
GO:0005509_calcium ion binding	Jag1	1	
GO:0005515_protein binding	Jag1	1	
GO:0005543_phospholipid binding	Jag1	1	
GO:0005112_Notch binding	Jag2	1	
GO:0005112_Notch binding	Jag2	1	
GO:0005509_calcium ion binding	Jag2	1	
GO:0005515_protein binding	Jag2	1	
GO:0008083_growth factor activity	Jag2	1	
GO:0008083_growth factor activity	Jag2	1	
GO:0000166_nucleotide binding	Jak1	1	
GO:0004672_protein kinase activity	Jak1	1	
GO:0004713_protein tyrosine kinase activity	Jak1	1	
GO:0004713_protein tyrosine kinase activity	Jak1	1	
GO:0004715_non-membrane spanning protein tyrosine kinase activity	Jak1	1	
GO:0005131_growth hormone receptor binding	Jak1	1	
GO:0005131_growth hormone receptor binding	Jak1	1	
GO:0005515_protein binding	Jak1	1	
GO:0005524_ATP binding	Jak1	1	
GO:0016301_kinase activity	Jak1	1	
GO:0016740_transferase activity	Jak1	1	
GO:0019903_protein phosphatase binding	Jak1	1	
GO:0031625_ubiquitin protein ligase binding	Jak1	1	
GO:0031730_CCR5 chemokine receptor binding	Jak1	1	
GO:0046872_metal ion binding	Jak1	1	
GO:0000166_nucleotide binding	Jak2	1	
GO:0004672_protein kinase activity	Jak2	1	
GO:0004713_protein tyrosine kinase activity	Jak2	1	
GO:0004713_protein tyrosine kinase activity	Jak2	1	
GO:0004713_protein tyrosine kinase activity	Jak2	1	
GO:0004715_non-membrane spanning protein tyrosine kinase activity	Jak2	1	
GO:0005102_receptor binding	Jak2	1	
GO:0005131_growth hormone receptor binding	Jak2	1	
GO:0005131_growth hormone receptor binding	Jak2	1	
GO:0005143_interleukin-12 receptor binding	Jak2	1	
GO:0005515_protein binding	Jak2	1	
GO:0005524_ATP binding	Jak2	1	
GO:0008022_protein C-terminus binding	Jak2	1	
GO:0016301_kinase activity	Jak2	1	
GO:0016740_transferase activity	Jak2	1	
GO:0019901_protein kinase binding	Jak2	1	
GO:0020037_heme binding	Jak2	1	
GO:0031702_type 1 angiotensin receptor binding	Jak2	1	
GO:0033130_acetylcholine receptor binding	Jak2	1	
GO:0035401_histone kinase activity (H3-Y41 specific)	Jak2	1	
GO:0035401_histone kinase activity (H3-Y41 specific)	Jak2	1	
GO:0042169_SH2 domain binding	Jak2	1	
GO:0042393_histone binding	Jak2	1	
GO:0043548_phosphatidylinositol 3-kinase binding	Jak2	1	
GO:0043560_insulin receptor substrate binding	Jak2	1	
GO:0046872_metal ion binding	Jak2	1	
GO:0051428_peptide hormone receptor binding	Jak2	1	
GO:0000166_nucleotide binding	Jak3	1	
GO:0004672_protein kinase activity	Jak3	1	
GO:0004713_protein tyrosine kinase activity	Jak3	1	
GO:0004715_non-membrane spanning protein tyrosine kinase activity	Jak3	1	
GO:0005102_receptor binding	Jak3	1	
GO:0005515_protein binding	Jak3	1	
GO:0005524_ATP binding	Jak3	1	
GO:0016301_kinase activity	Jak3	1	
GO:0016740_transferase activity	Jak3	1	
GO:0019903_protein phosphatase binding	Jak3	1	
GO:0005515_protein binding	F11r	1	
GO:0030165_PDZ domain binding	F11r	1	
GO:0045296_cadherin binding	F11r	1	
GO:0019894_kinesin binding	Atcay	1	
GO:0050699_WW domain binding	Atcay	1	
GO:0000977_RNA polymerase II regulatory region sequence-specific DNA binding	Jarid2	1	
GO:0001227_transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding	Jarid2	1	
GO:0003677_DNA binding	Jarid2	1	
GO:0003677_DNA binding	Jarid2	1	
GO:0003682_chromatin binding	Jarid2	1	
GO:0005515_protein binding	Jarid2	1	
GO:0008134_transcription factor binding	Jarid2	1	
GO:0032452_histone demethylase activity	Jarid2	1	
GO:0003676_nucleic acid binding	Jrk	1	
GO:0003677_DNA binding	Jrk	1	
GO:0003729_mRNA binding	Jrk	1	
GO:0005515_protein binding	Ush1g	1	
GO:0030507_spectrin binding	Ush1g	1	
GO:0042803_protein homodimerization activity	Ush1g	1	
GO:0003682_chromatin binding	Ajuba	1	
GO:0003714_transcription corepressor activity	Ajuba	1	
GO:0003714_transcription corepressor activity	Ajuba	1	
GO:0003714_transcription corepressor activity	Ajuba	1	
GO:0005515_protein binding	Ajuba	1	
GO:0008270_zinc ion binding	Ajuba	1	
GO:0045294_alpha-catenin binding	Ajuba	1	
GO:0045294_alpha-catenin binding	Ajuba	1	
GO:0046872_metal ion binding	Ajuba	1	
GO:0051015_actin filament binding	Ajuba	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Jun	1	
GO:0000980_RNA polymerase II distal enhancer sequence-specific DNA binding	Jun	1	
GO:0000981_RNA polymerase II transcription factor activity, sequence-specific DNA binding	Jun	1	
GO:0000982_transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	Jun	1	
GO:0001077_transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	Jun	1	
GO:0001102_RNA polymerase II activating transcription factor binding	Jun	1	
GO:0003677_DNA binding	Jun	1	
GO:0003682_chromatin binding	Jun	1	
GO:0003690_double-stranded DNA binding	Jun	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Jun	1	
GO:0003705_transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	Jun	1	
GO:0003713_transcription coactivator activity	Jun	1	
GO:0003713_transcription coactivator activity	Jun	1	
GO:0003723_RNA binding	Jun	1	
GO:0005096_GTPase activator activity	Jun	1	
GO:0005515_protein binding	Jun	1	
GO:0008134_transcription factor binding	Jun	1	
GO:0008134_transcription factor binding	Jun	1	
GO:0019899_enzyme binding	Jun	1	
GO:0033613_activating transcription factor binding	Jun	1	
GO:0035497_cAMP response element binding	Jun	1	
GO:0042802_identical protein binding	Jun	1	
GO:0042803_protein homodimerization activity	Jun	1	
GO:0043565_sequence-specific DNA binding	Jun	1	
GO:0044212_transcription regulatory region DNA binding	Jun	1	
GO:0044212_transcription regulatory region DNA binding	Jun	1	
GO:0046982_protein heterodimerization activity	Jun	1	
GO:0070412_R-SMAD binding	Jun	1	
GO:0071837_HMG box domain binding	Jun	1	
GO:0000977_RNA polymerase II regulatory region sequence-specific DNA binding	Junb	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Junb	1	
GO:0001077_transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	Junb	1	
GO:0003677_DNA binding	Junb	1	
GO:0003677_DNA binding	Junb	1	
GO:0003690_double-stranded DNA binding	Junb	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Junb	1	
GO:0003713_transcription coactivator activity	Junb	1	
GO:0005515_protein binding	Junb	1	
GO:0008134_transcription factor binding	Junb	1	
GO:0043565_sequence-specific DNA binding	Junb	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Jund	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Jund	1	
GO:0000981_RNA polymerase II transcription factor activity, sequence-specific DNA binding	Jund	1	
GO:0001077_transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	Jund	1	
GO:0001077_transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	Jund	1	
GO:0003677_DNA binding	Jund	1	
GO:0003690_double-stranded DNA binding	Jund	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Jund	1	
GO:0003713_transcription coactivator activity	Jund	1	
GO:0005515_protein binding	Jund	1	
GO:0008134_transcription factor binding	Jund	1	
GO:0016922_ligand-dependent nuclear receptor binding	Jund	1	
GO:0019899_enzyme binding	Jund	1	
GO:0043565_sequence-specific DNA binding	Jund	1	
GO:0044212_transcription regulatory region DNA binding	Jund	1	
GO:0003713_transcription coactivator activity	Jup	1	
GO:0004871_signal transducer activity	Jup	1	
GO:0005198_structural molecule activity	Jup	1	
GO:0005515_protein binding	Jup	1	
GO:0019901_protein kinase binding	Jup	1	
GO:0019903_protein phosphatase binding	Jup	1	
GO:0019903_protein phosphatase binding	Jup	1	
GO:0045294_alpha-catenin binding	Jup	1	
GO:0045294_alpha-catenin binding	Jup	1	
GO:0045296_cadherin binding	Jup	1	
GO:0045296_cadherin binding	Jup	1	
GO:0050839_cell adhesion molecule binding	Jup	1	
GO:0005216_ion channel activity	Kcna1	1	
GO:0005244_voltage-gated ion channel activity	Kcna1	1	
GO:0005249_voltage-gated potassium channel activity	Kcna1	1	
GO:0005249_voltage-gated potassium channel activity	Kcna1	1	
GO:0005251_delayed rectifier potassium channel activity	Kcna1	1	
GO:0005251_delayed rectifier potassium channel activity	Kcna1	1	
GO:0005267_potassium channel activity	Kcna1	1	
GO:0097718_disordered domain specific binding	Kcna1	1	
GO:0005216_ion channel activity	Kcna2	1	
GO:0005244_voltage-gated ion channel activity	Kcna2	1	
GO:0005249_voltage-gated potassium channel activity	Kcna2	1	
GO:0005249_voltage-gated potassium channel activity	Kcna2	1	
GO:0005251_delayed rectifier potassium channel activity	Kcna2	1	
GO:0005267_potassium channel activity	Kcna2	1	
GO:0005515_protein binding	Kcna2	1	
GO:0015271_outward rectifier potassium channel activity	Kcna2	1	
GO:0019894_kinesin binding	Kcna2	1	
GO:0005216_ion channel activity	Kcna3	1	
GO:0005244_voltage-gated ion channel activity	Kcna3	1	
GO:0005249_voltage-gated potassium channel activity	Kcna3	1	
GO:0005249_voltage-gated potassium channel activity	Kcna3	1	
GO:0005251_delayed rectifier potassium channel activity	Kcna3	1	
GO:0005267_potassium channel activity	Kcna3	1	
GO:0015271_outward rectifier potassium channel activity	Kcna3	1	
GO:0005216_ion channel activity	Kcna4	1	
GO:0005244_voltage-gated ion channel activity	Kcna4	1	
GO:0005249_voltage-gated potassium channel activity	Kcna4	1	
GO:0005249_voltage-gated potassium channel activity	Kcna4	1	
GO:0005267_potassium channel activity	Kcna4	1	
GO:0030955_potassium ion binding	Kcna4	1	
GO:0005102_receptor binding	Kcna5	1	
GO:0005216_ion channel activity	Kcna5	1	
GO:0005244_voltage-gated ion channel activity	Kcna5	1	
GO:0005249_voltage-gated potassium channel activity	Kcna5	1	
GO:0005251_delayed rectifier potassium channel activity	Kcna5	1	
GO:0005267_potassium channel activity	Kcna5	1	
GO:0005515_protein binding	Kcna5	1	
GO:0015271_outward rectifier potassium channel activity	Kcna5	1	
GO:0019870_potassium channel inhibitor activity	Kcna5	1	
GO:0019901_protein kinase binding	Kcna5	1	
GO:0051393_alpha-actinin binding	Kcna5	1	
GO:0086087_voltage-gated potassium channel activity involved in bundle of His cell action potential repolarization	Kcna5	1	
GO:0086089_voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization	Kcna5	1	
GO:0086090_voltage-gated potassium channel activity involved in SA node cell action potential repolarization	Kcna5	1	
GO:0097110_scaffold protein binding	Kcna5	1	
GO:0005216_ion channel activity	Kcna6	1	
GO:0005244_voltage-gated ion channel activity	Kcna6	1	
GO:0005249_voltage-gated potassium channel activity	Kcna6	1	
GO:0005251_delayed rectifier potassium channel activity	Kcna6	1	
GO:0005267_potassium channel activity	Kcna6	1	
GO:0005216_ion channel activity	Kcna7	1	
GO:0005244_voltage-gated ion channel activity	Kcna7	1	
GO:0005249_voltage-gated potassium channel activity	Kcna7	1	
GO:0005267_potassium channel activity	Kcna7	1	
GO:0004033_aldo-keto reductase (NADP) activity	Kcnab1	1	
GO:0005244_voltage-gated ion channel activity	Kcnab1	1	
GO:0005249_voltage-gated potassium channel activity	Kcnab1	1	
GO:0005515_protein binding	Kcnab1	1	
GO:0015459_potassium channel regulator activity	Kcnab1	1	
GO:0016491_oxidoreductase activity	Kcnab1	1	
GO:0019904_protein domain specific binding	Kcnab1	1	
GO:0044325_ion channel binding	Kcnab1	1	
GO:0070402_NADPH binding	Kcnab1	1	
GO:0004033_aldo-keto reductase (NADP) activity	Kcnab2	1	
GO:0005244_voltage-gated ion channel activity	Kcnab2	1	
GO:0005249_voltage-gated potassium channel activity	Kcnab2	1	
GO:0005515_protein binding	Kcnab2	1	
GO:0015459_potassium channel regulator activity	Kcnab2	1	
GO:0016491_oxidoreductase activity	Kcnab2	1	
GO:0044325_ion channel binding	Kcnab2	1	
GO:0005244_voltage-gated ion channel activity	Kcnab3	1	
GO:0005249_voltage-gated potassium channel activity	Kcnab3	1	
GO:0005515_protein binding	Kcnab3	1	
GO:0000149_SNARE binding	Kcnb1	1	
GO:0005216_ion channel activity	Kcnb1	1	
GO:0005244_voltage-gated ion channel activity	Kcnb1	1	
GO:0005249_voltage-gated potassium channel activity	Kcnb1	1	
GO:0005251_delayed rectifier potassium channel activity	Kcnb1	1	
GO:0005251_delayed rectifier potassium channel activity	Kcnb1	1	
GO:0005251_delayed rectifier potassium channel activity	Kcnb1	1	
GO:0005267_potassium channel activity	Kcnb1	1	
GO:0005515_protein binding	Kcnb1	1	
GO:0015271_outward rectifier potassium channel activity	Kcnb1	1	
GO:0032182_ubiquitin-like protein binding	Kcnb1	1	
GO:0044325_ion channel binding	Kcnb1	1	
GO:0046982_protein heterodimerization activity	Kcnb1	1	
GO:0047485_protein N-terminus binding	Kcnb1	1	
GO:0005216_ion channel activity	Kcnc1	1	
GO:0005244_voltage-gated ion channel activity	Kcnc1	1	
GO:0005249_voltage-gated potassium channel activity	Kcnc1	1	
GO:0005251_delayed rectifier potassium channel activity	Kcnc1	1	
GO:0005267_potassium channel activity	Kcnc1	1	
GO:0005515_protein binding	Kcnc1	1	
GO:0019894_kinesin binding	Kcnc1	1	
GO:0044325_ion channel binding	Kcnc1	1	
GO:0044325_ion channel binding	Kcnc1	1	
GO:0005216_ion channel activity	Kcnc3	1	
GO:0005244_voltage-gated ion channel activity	Kcnc3	1	
GO:0005249_voltage-gated potassium channel activity	Kcnc3	1	
GO:0005249_voltage-gated potassium channel activity	Kcnc3	1	
GO:0005267_potassium channel activity	Kcnc3	1	
GO:0005216_ion channel activity	Kcnd1	1	
GO:0005244_voltage-gated ion channel activity	Kcnd1	1	
GO:0005249_voltage-gated potassium channel activity	Kcnd1	1	
GO:0005250_A-type (transient outward) potassium channel activity	Kcnd1	1	
GO:0005267_potassium channel activity	Kcnd1	1	
GO:0046872_metal ion binding	Kcnd1	1	
GO:0005216_ion channel activity	Kcnd2	1	
GO:0005244_voltage-gated ion channel activity	Kcnd2	1	
GO:0005249_voltage-gated potassium channel activity	Kcnd2	1	
GO:0005250_A-type (transient outward) potassium channel activity	Kcnd2	1	
GO:0005250_A-type (transient outward) potassium channel activity	Kcnd2	1	
GO:0005267_potassium channel activity	Kcnd2	1	
GO:0005515_protein binding	Kcnd2	1	
GO:0046872_metal ion binding	Kcnd2	1	
GO:0046982_protein heterodimerization activity	Kcnd2	1	
GO:1905030_voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential	Kcnd2	1	
GO:0005244_voltage-gated ion channel activity	Kcne1	1	
GO:0005249_voltage-gated potassium channel activity	Kcne1	1	
GO:0005251_delayed rectifier potassium channel activity	Kcne1	1	
GO:0005267_potassium channel activity	Kcne1	1	
GO:0015459_potassium channel regulator activity	Kcne1	1	
