Annotation	Gene	Input
GO:0009986_cell surface	Slc9a1	1	
GO:0014704_intercalated disc	Slc9a1	1	
GO:0016020_membrane	Slc9a1	1	
GO:0016021_integral component of membrane	Slc9a1	1	
GO:0016323_basolateral plasma membrane	Slc9a1	1	
GO:0016323_basolateral plasma membrane	Slc9a1	1	
GO:0016324_apical plasma membrane	Slc9a1	1	
GO:0030315_T-tubule	Slc9a1	1	
GO:0042383_sarcolemma	Slc9a1	1	
GO:0045121_membrane raft	Slc9a1	1	
GO:0048471_perinuclear region of cytoplasm	Slc9a1	1	
GO:0070062_extracellular exosome	Slc9a1	1	
GO:0090533_cation-transporting ATPase complex	Slc9a1	1	
GO:0005634_nucleus	Slfn1	1	
GO:0005737_cytoplasm	Slfn1	1	
GO:0005575_cellular_component	Slfn4	1	
GO:0005576_extracellular region	Slit1	1	
GO:0005615_extracellular space	Slit1	1	
GO:0005615_extracellular space	Slit1	1	
GO:0005576_extracellular region	Slit2	1	
GO:0005615_extracellular space	Slit2	1	
GO:0005615_extracellular space	Slit2	1	
GO:0005737_cytoplasm	Slit2	1	
GO:0005886_plasma membrane	Slit2	1	
GO:0070062_extracellular exosome	Slit2	1	
GO:0005576_extracellular region	Slit3	1	
GO:0005615_extracellular space	Slit3	1	
GO:0005615_extracellular space	Slit3	1	
GO:0005739_mitochondrion	Slit3	1	
GO:0016020_membrane	Slit3	1	
GO:0005576_extracellular region	Slpi	1	
GO:0005615_extracellular space	Slpi	1	
GO:0005615_extracellular space	Slpi	1	
GO:0005794_Golgi apparatus	Slpi	1	
GO:0031012_extracellular matrix	Slpi	1	
GO:0070062_extracellular exosome	Slpi	1	
GO:0000790_nuclear chromatin	Snai2	1	
GO:0005634_nucleus	Snai2	1	
GO:0005634_nucleus	Snai2	1	
GO:0005737_cytoplasm	Snai2	1	
GO:0005634_nucleus	Hltf	1	
GO:0005654_nucleoplasm	Hltf	1	
GO:0005737_cytoplasm	Hltf	1	
GO:0016020_membrane	Hltf	1	
GO:0000790_nuclear chromatin	Smarca4	1	
GO:0000792_heterochromatin	Smarca4	1	
GO:0005615_extracellular space	Smarca4	1	
GO:0005634_nucleus	Smarca4	1	
GO:0005634_nucleus	Smarca4	1	
GO:0005719_nuclear euchromatin	Smarca4	1	
GO:0005726_perichromatin fibrils	Smarca4	1	
GO:0005730_nucleolus	Smarca4	1	
GO:0016020_membrane	Smarca4	1	
GO:0016514_SWI/SNF complex	Smarca4	1	
GO:0016514_SWI/SNF complex	Smarca4	1	
GO:0016514_SWI/SNF complex	Smarca4	1	
GO:0043234_protein complex	Smarca4	1	
GO:0071564_npBAF complex	Smarca4	1	
GO:0071564_npBAF complex	Smarca4	1	
GO:0071565_nBAF complex	Smarca4	1	
GO:0090544_BAF-type complex	Smarca4	1	
GO:0000228_nuclear chromosome	Smarcb1	1	
GO:0000790_nuclear chromatin	Smarcb1	1	
GO:0001650_fibrillar center	Smarcb1	1	
GO:0001741_XY body	Smarcb1	1	
GO:0005634_nucleus	Smarcb1	1	
GO:0005634_nucleus	Smarcb1	1	
GO:0005654_nucleoplasm	Smarcb1	1	
GO:0005730_nucleolus	Smarcb1	1	
GO:0016514_SWI/SNF complex	Smarcb1	1	
GO:0016514_SWI/SNF complex	Smarcb1	1	
GO:0043231_intracellular membrane-bounded organelle	Smarcb1	1	
GO:0043234_protein complex	Smarcb1	1	
GO:0071564_npBAF complex	Smarcb1	1	
GO:0071565_nBAF complex	Smarcb1	1	
GO:0090544_BAF-type complex	Smarcb1	1	
GO:0000790_nuclear chromatin	Smarcc1	1	
GO:0001741_XY body	Smarcc1	1	
GO:0005622_intracellular	Smarcc1	1	
GO:0005634_nucleus	Smarcc1	1	
GO:0005654_nucleoplasm	Smarcc1	1	
GO:0016514_SWI/SNF complex	Smarcc1	1	
GO:0016514_SWI/SNF complex	Smarcc1	1	
GO:0016514_SWI/SNF complex	Smarcc1	1	
GO:0043234_protein complex	Smarcc1	1	
GO:0071564_npBAF complex	Smarcc1	1	
GO:0071565_nBAF complex	Smarcc1	1	
GO:0090544_BAF-type complex	Smarcc1	1	
GO:0005634_nucleus	Ighmbp2	1	
GO:0005634_nucleus	Ighmbp2	1	
GO:0005737_cytoplasm	Ighmbp2	1	
GO:0005737_cytoplasm	Ighmbp2	1	
GO:0016020_membrane	Ighmbp2	1	
GO:0030424_axon	Ighmbp2	1	
GO:0030426_growth cone	Ighmbp2	1	
GO:0030529_intracellular ribonucleoprotein complex	Ighmbp2	1	
GO:0042995_cell projection	Ighmbp2	1	
GO:0043025_neuronal cell body	Ighmbp2	1	
GO:0048471_perinuclear region of cytoplasm	Ighmbp2	1	
GO:0005634_nucleus	Kdm5c	1	
GO:0005634_nucleus	Kdm5c	1	
GO:0005654_nucleoplasm	Kdm5c	1	
GO:0005737_cytoplasm	Kdm5c	1	
GO:0005829_cytosol	Kdm5c	1	
GO:0005634_nucleus	Kdm5d	1	
GO:0005634_nucleus	Smn1	1	
GO:0005634_nucleus	Smn1	1	
GO:0005654_nucleoplasm	Smn1	1	
GO:0005730_nucleolus	Smn1	1	
GO:0005737_cytoplasm	Smn1	1	
GO:0005737_cytoplasm	Smn1	1	
GO:0005829_cytosol	Smn1	1	
GO:0015030_Cajal body	Smn1	1	
GO:0015030_Cajal body	Smn1	1	
GO:0032797_SMN complex	Smn1	1	
GO:0034719_SMN-Sm protein complex	Smn1	1	
GO:0036464_cytoplasmic ribonucleoprotein granule	Smn1	1	
GO:0042995_cell projection	Smn1	1	
GO:0043005_neuron projection	Smn1	1	
GO:0043204_perikaryon	Smn1	1	
GO:0097504_Gemini of coiled bodies	Smn1	1	
GO:0005576_extracellular region	Smpd1	1	
GO:0005615_extracellular space	Smpd1	1	
GO:0005615_extracellular space	Smpd1	1	
GO:0005764_lysosome	Smpd1	1	
GO:0005768_endosome	Smpd1	1	
GO:0005886_plasma membrane	Smpd1	1	
GO:0042599_lamellar body	Smpd1	1	
GO:0070062_extracellular exosome	Smpd1	1	
GO:0005901_caveola	Smpd2	1	
GO:0016020_membrane	Smpd2	1	
GO:0016021_integral component of membrane	Smpd2	1	
GO:0005576_extracellular region	Smr3a	1	
GO:0005576_extracellular region	Smr2	1	
GO:0000118_histone deacetylase complex	Ncor2	1	
GO:0000785_chromatin	Ncor2	1	
GO:0000790_nuclear chromatin	Ncor2	1	
GO:0005634_nucleus	Ncor2	1	
GO:0005654_nucleoplasm	Ncor2	1	
GO:0016020_membrane	Ncor2	1	
GO:0016363_nuclear matrix	Ncor2	1	
GO:0016604_nuclear body	Ncor2	1	
GO:0016604_nuclear body	Ncor2	1	
GO:0017053_transcriptional repressor complex	Ncor2	1	
GO:0070062_extracellular exosome	Sms	1	
GO:0005576_extracellular region	Sst	1	
GO:0005615_extracellular space	Sst	1	
GO:0005615_extracellular space	Sst	1	
GO:0043025_neuronal cell body	Sst	1	
GO:0005737_cytoplasm	Sstr1	1	
GO:0005886_plasma membrane	Sstr1	1	
GO:0005886_plasma membrane	Sstr1	1	
GO:0005887_integral component of plasma membrane	Sstr1	1	
GO:0016020_membrane	Sstr1	1	
GO:0016021_integral component of membrane	Sstr1	1	
GO:0043005_neuron projection	Sstr1	1	
GO:0005737_cytoplasm	Sstr2	1	
GO:0005829_cytosol	Sstr2	1	
GO:0005886_plasma membrane	Sstr2	1	
GO:0005886_plasma membrane	Sstr2	1	
GO:0005887_integral component of plasma membrane	Sstr2	1	
GO:0016020_membrane	Sstr2	1	
GO:0016021_integral component of membrane	Sstr2	1	
GO:0043005_neuron projection	Sstr2	1	
GO:0005737_cytoplasm	Sstr3	1	
GO:0005886_plasma membrane	Sstr3	1	
GO:0005886_plasma membrane	Sstr3	1	
GO:0005887_integral component of plasma membrane	Sstr3	1	
GO:0005929_cilium	Sstr3	1	
GO:0016020_membrane	Sstr3	1	
GO:0016021_integral component of membrane	Sstr3	1	
GO:0043005_neuron projection	Sstr3	1	
GO:0060170_ciliary membrane	Sstr3	1	
GO:0097730_non-motile cilium	Sstr3	1	
GO:0005737_cytoplasm	Sstr4	1	
GO:0005886_plasma membrane	Sstr4	1	
GO:0005887_integral component of plasma membrane	Sstr4	1	
GO:0016020_membrane	Sstr4	1	
GO:0016021_integral component of membrane	Sstr4	1	
GO:0043005_neuron projection	Sstr4	1	
GO:0005737_cytoplasm	Sstr5	1	
GO:0005886_plasma membrane	Sstr5	1	
GO:0005886_plasma membrane	Sstr5	1	
GO:0005887_integral component of plasma membrane	Sstr5	1	
GO:0016020_membrane	Sstr5	1	
GO:0016021_integral component of membrane	Sstr5	1	
GO:0043005_neuron projection	Sstr5	1	
GO:0005634_nucleus	Sumo3	1	
GO:0005737_cytoplasm	Sumo3	1	
GO:0016604_nuclear body	Sumo3	1	
GO:0070062_extracellular exosome	Sumo3	1	
GO:0005575_cellular_component	Ssty1	1	
GO:0005576_extracellular region	Siglec1	1	
GO:0005886_plasma membrane	Siglec1	1	
GO:0016020_membrane	Siglec1	1	
GO:0016021_integral component of membrane	Siglec1	1	
GO:0005634_nucleus	Snai1	1	
GO:0005634_nucleus	Snai1	1	
GO:0005737_cytoplasm	Snai1	1	
GO:0005737_cytoplasm	Snai1	1	
GO:0005737_cytoplasm	Snap25	1	
GO:0005737_cytoplasm	Snap25	1	
GO:0005768_endosome	Snap25	1	
GO:0005802_trans-Golgi network	Snap25	1	
GO:0005829_cytosol	Snap25	1	
GO:0005886_plasma membrane	Snap25	1	
GO:0005886_plasma membrane	Snap25	1	
GO:0008021_synaptic vesicle	Snap25	1	
GO:0008076_voltage-gated potassium channel complex	Snap25	1	
GO:0008076_voltage-gated potassium channel complex	Snap25	1	
GO:0015629_actin cytoskeleton	Snap25	1	
GO:0016020_membrane	Snap25	1	
GO:0030027_lamellipodium	Snap25	1	
GO:0030054_cell junction	Snap25	1	
GO:0030175_filopodium	Snap25	1	
GO:0030424_axon	Snap25	1	
GO:0030424_axon	Snap25	1	
GO:0030426_growth cone	Snap25	1	
GO:0031083_BLOC-1 complex	Snap25	1	
GO:0031201_SNARE complex	Snap25	1	
GO:0031982_vesicle	Snap25	1	
GO:0036477_somatodendritic compartment	Snap25	1	
GO:0042734_presynaptic membrane	Snap25	1	
GO:0043005_neuron projection	Snap25	1	
GO:0043005_neuron projection	Snap25	1	
GO:0043025_neuronal cell body	Snap25	1	
GO:0043195_terminal bouton	Snap25	1	
GO:0043209_myelin sheath	Snap25	1	
GO:0043229_intracellular organelle	Snap25	1	
GO:0044295_axonal growth cone	Snap25	1	
GO:0045121_membrane raft	Snap25	1	
GO:0045202_synapse	Snap25	1	
GO:0048471_perinuclear region of cytoplasm	Snap25	1	
GO:0048787_presynaptic active zone membrane	Snap25	1	
GO:0070032_synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	Snap25	1	
GO:0070032_synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	Snap25	1	
GO:0070033_synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	Snap25	1	
GO:0070044_synaptobrevin 2-SNAP-25-syntaxin-1a complex	Snap25	1	
GO:0098794_postsynapse	Snap25	1	
GO:0005737_cytoplasm	Snapin	1	
GO:0005764_lysosome	Snapin	1	
GO:0005794_Golgi apparatus	Snapin	1	
GO:0005829_cytosol	Snapin	1	
GO:0008021_synaptic vesicle	Snapin	1	
GO:0016020_membrane	Snapin	1	
GO:0030054_cell junction	Snapin	1	
GO:0030141_secretory granule	Snapin	1	
GO:0031083_BLOC-1 complex	Snapin	1	
GO:0031083_BLOC-1 complex	Snapin	1	
GO:0031410_cytoplasmic vesicle	Snapin	1	
GO:0045202_synapse	Snapin	1	
GO:0048471_perinuclear region of cytoplasm	Snapin	1	
GO:0099078_BORC complex	Snapin	1	
GO:0005829_cytosol	Snap91	1	
GO:0005886_plasma membrane	Snap91	1	
GO:0005905_clathrin-coated pit	Snap91	1	
GO:0008021_synaptic vesicle	Snap91	1	
GO:0014069_postsynaptic density	Snap91	1	
GO:0016020_membrane	Snap91	1	
GO:0030122_AP-2 adaptor complex	Snap91	1	
GO:0030136_clathrin-coated vesicle	Snap91	1	
GO:0031313_extrinsic component of endosome membrane	Snap91	1	
GO:0042734_presynaptic membrane	Snap91	1	
GO:0043195_terminal bouton	Snap91	1	
GO:0045211_postsynaptic membrane	Snap91	1	
GO:0098830_presynaptic endosome	Snap91	1	
GO:0098833_presynaptic endocytic zone	Snap91	1	
GO:0098894_extrinsic component of presynaptic endocytic zone membrane	Snap91	1	
GO:0005576_extracellular region	Snca	1	
GO:0005615_extracellular space	Snca	1	
GO:0005634_nucleus	Snca	1	
GO:0005634_nucleus	Snca	1	
GO:0005640_nuclear outer membrane	Snca	1	
GO:0005737_cytoplasm	Snca	1	
GO:0005737_cytoplasm	Snca	1	
GO:0005739_mitochondrion	Snca	1	
GO:0005791_rough endoplasmic reticulum	Snca	1	
GO:0005794_Golgi apparatus	Snca	1	
GO:0005829_cytosol	Snca	1	
GO:0005829_cytosol	Snca	1	
GO:0005840_ribosome	Snca	1	
GO:0005856_cytoskeleton	Snca	1	
GO:0005886_plasma membrane	Snca	1	
GO:0005886_plasma membrane	Snca	1	
GO:0005938_cell cortex	Snca	1	
GO:0008021_synaptic vesicle	Snca	1	
GO:0015629_actin cytoskeleton	Snca	1	
GO:0016020_membrane	Snca	1	
GO:0016234_inclusion body	Snca	1	
GO:0016234_inclusion body	Snca	1	
GO:0030054_cell junction	Snca	1	
GO:0030424_axon	Snca	1	
GO:0030426_growth cone	Snca	1	
GO:0030659_cytoplasmic vesicle membrane	Snca	1	
GO:0031092_platelet alpha granule membrane	Snca	1	
GO:0043025_neuronal cell body	Snca	1	
GO:0043195_terminal bouton	Snca	1	
GO:0043231_intracellular membrane-bounded organelle	Snca	1	
GO:0043679_axon terminus	Snca	1	
GO:0045202_synapse	Snca	1	
GO:0048471_perinuclear region of cytoplasm	Snca	1	
GO:0099512_supramolecular fiber	Snca	1	
GO:0005737_cytoplasm	Sncg	1	
GO:0005737_cytoplasm	Sncg	1	
GO:0005856_cytoskeleton	Sncg	1	
GO:0005886_plasma membrane	Sncg	1	
GO:0030424_axon	Sncg	1	
GO:0043025_neuronal cell body	Sncg	1	
GO:0043025_neuronal cell body	Sncg	1	
GO:0043679_axon terminus	Sncg	1	
GO:0048471_perinuclear region of cytoplasm	Sncg	1	
GO:0070062_extracellular exosome	Sncg	1	
GO:0005622_intracellular	Snap23	1	
GO:0005623_cell	Snap23	1	
GO:0005654_nucleoplasm	Snap23	1	
GO:0005737_cytoplasm	Snap23	1	
GO:0005886_plasma membrane	Snap23	1	
GO:0005886_plasma membrane	Snap23	1	
GO:0005913_cell-cell adherens junction	Snap23	1	
GO:0005925_focal adhesion	Snap23	1	
GO:0016020_membrane	Snap23	1	
GO:0030054_cell junction	Snap23	1	
GO:0031201_SNARE complex	Snap23	1	
GO:0031201_SNARE complex	Snap23	1	
GO:0031410_cytoplasmic vesicle	Snap23	1	
GO:0042581_specific granule	Snap23	1	
GO:0042582_azurophil granule	Snap23	1	
GO:0043005_neuron projection	Snap23	1	
GO:0043195_terminal bouton	Snap23	1	
GO:0045202_synapse	Snap23	1	
GO:0070062_extracellular exosome	Snap23	1	
GO:0000785_chromatin	Plk2	1	
GO:0005622_intracellular	Plk2	1	
GO:0005737_cytoplasm	Plk2	1	
GO:0005813_centrosome	Plk2	1	
GO:0005814_centriole	Plk2	1	
GO:0005856_cytoskeleton	Plk2	1	
GO:0030425_dendrite	Plk2	1	
GO:0042995_cell projection	Plk2	1	
GO:0005737_cytoplasm	Snn	1	
GO:0005739_mitochondrion	Snn	1	
GO:0005741_mitochondrial outer membrane	Snn	1	
GO:0016020_membrane	Snn	1	
GO:0016021_integral component of membrane	Snn	1	
GO:0005634_nucleus	Snrk	1	
GO:0005634_nucleus	Snrk	1	
GO:0005737_cytoplasm	Snrk	1	
GO:0005634_nucleus	Eftud2	1	
GO:0005654_nucleoplasm	Eftud2	1	
GO:0005681_spliceosomal complex	Eftud2	1	
GO:0005829_cytosol	Eftud2	1	
GO:0015030_Cajal body	Eftud2	1	
GO:0016020_membrane	Eftud2	1	
GO:0016607_nuclear speck	Eftud2	1	
GO:0031012_extracellular matrix	Eftud2	1	
GO:0046540_U4/U6 x U5 tri-snRNP complex	Eftud2	1	
GO:0071013_catalytic step 2 spliceosome	Eftud2	1	
GO:0000243_commitment complex	Snrpc	1	
GO:0005634_nucleus	Snrpc	1	
GO:0005685_U1 snRNP	Snrpc	1	
GO:0005685_U1 snRNP	Snrpc	1	
GO:0030529_intracellular ribonucleoprotein complex	Snrpc	1	
GO:0071010_prespliceosome	Snrpc	1	
GO:0000243_commitment complex	Snrnp70	1	
GO:0005634_nucleus	Snrnp70	1	
GO:0005634_nucleus	Snrnp70	1	
GO:0005654_nucleoplasm	Snrnp70	1	
GO:0005681_spliceosomal complex	Snrnp70	1	
GO:0005685_U1 snRNP	Snrnp70	1	
GO:0005685_U1 snRNP	Snrnp70	1	
GO:0005737_cytoplasm	Snrnp70	1	
GO:0030529_intracellular ribonucleoprotein complex	Snrnp70	1	
GO:0071004_U2-type prespliceosome	Snrnp70	1	
GO:0071011_precatalytic spliceosome	Snrnp70	1	
GO:0005634_nucleus	Snrpb	1	
GO:0005654_nucleoplasm	Snrpb	1	
GO:0005681_spliceosomal complex	Snrpb	1	
GO:0005682_U5 snRNP	Snrpb	1	
GO:0005683_U7 snRNP	Snrpb	1	
GO:0005685_U1 snRNP	Snrpb	1	
GO:0005685_U1 snRNP	Snrpb	1	
GO:0005686_U2 snRNP	Snrpb	1	
GO:0005686_U2 snRNP	Snrpb	1	
GO:0005687_U4 snRNP	Snrpb	1	
GO:0005687_U4 snRNP	Snrpb	1	
GO:0005689_U12-type spliceosomal complex	Snrpb	1	
GO:0005697_telomerase holoenzyme complex	Snrpb	1	
GO:0005737_cytoplasm	Snrpb	1	
GO:0005829_cytosol	Snrpb	1	
GO:0030529_intracellular ribonucleoprotein complex	Snrpb	1	
GO:0034709_methylosome	Snrpb	1	
GO:0034719_SMN-Sm protein complex	Snrpb	1	
GO:0046540_U4/U6 x U5 tri-snRNP complex	Snrpb	1	
GO:0070062_extracellular exosome	Snrpb	1	
GO:0071004_U2-type prespliceosome	Snrpb	1	
GO:0071013_catalytic step 2 spliceosome	Snrpb	1	
GO:0071013_catalytic step 2 spliceosome	Snrpb	1	
GO:0071204_histone pre-mRNA 3'end processing complex	Snrpb	1	
GO:0001650_fibrillar center	Snrpb2	1	
GO:0005634_nucleus	Snrpb2	1	
GO:0005681_spliceosomal complex	Snrpb2	1	
GO:0005685_U1 snRNP	Snrpb2	1	
GO:0005686_U2 snRNP	Snrpb2	1	
GO:0016607_nuclear speck	Snrpb2	1	
GO:0030529_intracellular ribonucleoprotein complex	Snrpb2	1	
GO:0030532_small nuclear ribonucleoprotein complex	Snrpb2	1	
GO:0071013_catalytic step 2 spliceosome	Snrpb2	1	
GO:0000243_commitment complex	Snrpd1	1	
GO:0005634_nucleus	Snrpd1	1	
GO:0005634_nucleus	Snrpd1	1	
GO:0005681_spliceosomal complex	Snrpd1	1	
GO:0005682_U5 snRNP	Snrpd1	1	
GO:0005685_U1 snRNP	Snrpd1	1	
GO:0005685_U1 snRNP	Snrpd1	1	
GO:0005686_U2 snRNP	Snrpd1	1	
GO:0005687_U4 snRNP	Snrpd1	1	
GO:0005687_U4 snRNP	Snrpd1	1	
GO:0005689_U12-type spliceosomal complex	Snrpd1	1	
GO:0005689_U12-type spliceosomal complex	Snrpd1	1	
GO:0005737_cytoplasm	Snrpd1	1	
GO:0005829_cytosol	Snrpd1	1	
GO:0030529_intracellular ribonucleoprotein complex	Snrpd1	1	
GO:0034709_methylosome	Snrpd1	1	
GO:0034715_pICln-Sm protein complex	Snrpd1	1	
GO:0034715_pICln-Sm protein complex	Snrpd1	1	
GO:0034719_SMN-Sm protein complex	Snrpd1	1	
GO:0034719_SMN-Sm protein complex	Snrpd1	1	
GO:0071010_prespliceosome	Snrpd1	1	
GO:0071011_precatalytic spliceosome	Snrpd1	1	
GO:0071013_catalytic step 2 spliceosome	Snrpd1	1	
GO:0071013_catalytic step 2 spliceosome	Snrpd1	1	
GO:0097526_spliceosomal tri-snRNP complex	Snrpd1	1	
GO:0005634_nucleus	Snrpe	1	
GO:0005681_spliceosomal complex	Snrpe	1	
GO:0005685_U1 snRNP	Snrpe	1	
GO:0005737_cytoplasm	Snrpe	1	
GO:0030529_intracellular ribonucleoprotein complex	Snrpe	1	
GO:0005634_nucleus	Snrpn	1	
GO:0005654_nucleoplasm	Snrpn	1	
GO:0005682_U5 snRNP	Snrpn	1	
GO:0005685_U1 snRNP	Snrpn	1	
GO:0005685_U1 snRNP	Snrpn	1	
GO:0005686_U2 snRNP	Snrpn	1	
GO:0005686_U2 snRNP	Snrpn	1	
GO:0005687_U4 snRNP	Snrpn	1	
GO:0005737_cytoplasm	Snrpn	1	
GO:0030529_intracellular ribonucleoprotein complex	Snrpn	1	
GO:0046540_U4/U6 x U5 tri-snRNP complex	Snrpn	1	
GO:0071004_U2-type prespliceosome	Snrpn	1	
GO:0071013_catalytic step 2 spliceosome	Snrpn	1	
GO:0005622_intracellular	Snta1	1	
GO:0005737_cytoplasm	Snta1	1	
GO:0005856_cytoskeleton	Snta1	1	
GO:0005886_plasma membrane	Snta1	1	
GO:0016020_membrane	Snta1	1	
GO:0030054_cell junction	Snta1	1	
GO:0031594_neuromuscular junction	Snta1	1	
GO:0042383_sarcolemma	Snta1	1	
GO:0042383_sarcolemma	Snta1	1	
GO:0043234_protein complex	Snta1	1	
GO:0045211_postsynaptic membrane	Snta1	1	
GO:0005737_cytoplasm	Sntb1	1	
GO:0005856_cytoskeleton	Sntb1	1	
GO:0005886_plasma membrane	Sntb1	1	
GO:0005925_focal adhesion	Sntb1	1	
GO:0016020_membrane	Sntb1	1	
GO:0030054_cell junction	Sntb1	1	
GO:0043234_protein complex	Sntb1	1	
GO:0045202_synapse	Sntb1	1	
GO:0005737_cytoplasm	Sntb2	1	
GO:0005856_cytoskeleton	Sntb2	1	
GO:0005874_microtubule	Sntb2	1	
GO:0005925_focal adhesion	Sntb2	1	
GO:0016020_membrane	Sntb2	1	
GO:0030054_cell junction	Sntb2	1	
GO:0031410_cytoplasmic vesicle	Sntb2	1	
GO:0043234_protein complex	Sntb2	1	
GO:0045202_synapse	Sntb2	1	
GO:0070062_extracellular exosome	Sntb2	1	
GO:0005783_endoplasmic reticulum	Soat1	1	
GO:0005789_endoplasmic reticulum membrane	Soat1	1	
GO:0005789_endoplasmic reticulum membrane	Soat1	1	
GO:0016020_membrane	Soat1	1	
GO:0016021_integral component of membrane	Soat1	1	
GO:0005576_extracellular region	Sod1	1	
GO:0005615_extracellular space	Sod1	1	
GO:0005615_extracellular space	Sod1	1	
GO:0005634_nucleus	Sod1	1	
GO:0005654_nucleoplasm	Sod1	1	
GO:0005737_cytoplasm	Sod1	1	
GO:0005737_cytoplasm	Sod1	1	
GO:0005739_mitochondrion	Sod1	1	
GO:0005739_mitochondrion	Sod1	1	
GO:0005758_mitochondrial intermembrane space	Sod1	1	
GO:0005764_lysosome	Sod1	1	
GO:0005777_peroxisome	Sod1	1	
GO:0005829_cytosol	Sod1	1	
GO:0005886_plasma membrane	Sod1	1	
GO:0030141_secretory granule	Sod1	1	
GO:0031012_extracellular matrix	Sod1	1	
GO:0031045_dense core granule	Sod1	1	
GO:0031410_cytoplasmic vesicle	Sod1	1	
GO:0032839_dendrite cytoplasm	Sod1	1	
GO:0043005_neuron projection	Sod1	1	
GO:0043025_neuronal cell body	Sod1	1	
GO:0043209_myelin sheath	Sod1	1	
GO:0043234_protein complex	Sod1	1	
GO:0070062_extracellular exosome	Sod1	1	
GO:0005737_cytoplasm	Sod2	1	
GO:0005739_mitochondrion	Sod2	1	
GO:0005739_mitochondrion	Sod2	1	
GO:0005743_mitochondrial inner membrane	Sod2	1	
GO:0042645_mitochondrial nucleoid	Sod2	1	
GO:0043209_myelin sheath	Sod2	1	
GO:0070062_extracellular exosome	Sod2	1	
GO:0005576_extracellular region	Sod3	1	
GO:0005615_extracellular space	Sod3	1	
GO:0005615_extracellular space	Sod3	1	
GO:0005634_nucleus	Sod3	1	
GO:0005737_cytoplasm	Sod3	1	
GO:0031012_extracellular matrix	Sod3	1	
GO:0031012_extracellular matrix	Sod3	1	
GO:0031012_extracellular matrix	Sod3	1	
GO:0070062_extracellular exosome	Sod3	1	
GO:0005634_nucleus	Son	1	
GO:0016607_nuclear speck	Son	1	
GO:0005576_extracellular region	Sorl1	1	
GO:0005615_extracellular space	Sorl1	1	
GO:0005641_nuclear envelope lumen	Sorl1	1	
GO:0005641_nuclear envelope lumen	Sorl1	1	
GO:0005768_endosome	Sorl1	1	
GO:0005769_early endosome	Sorl1	1	
GO:0005771_multivesicular body	Sorl1	1	
GO:0005783_endoplasmic reticulum	Sorl1	1	
GO:0005794_Golgi apparatus	Sorl1	1	
GO:0005802_trans-Golgi network	Sorl1	1	
GO:0016020_membrane	Sorl1	1	
GO:0016021_integral component of membrane	Sorl1	1	
GO:0031985_Golgi cisterna	Sorl1	1	
GO:0034362_low-density lipoprotein particle	Sorl1	1	
GO:0043025_neuronal cell body	Sorl1	1	
GO:0048471_perinuclear region of cytoplasm	Sorl1	1	
GO:0055037_recycling endosome	Sorl1	1	
GO:0070062_extracellular exosome	Sorl1	1	
GO:0005634_nucleus	Sort1	1	
GO:0005764_lysosome	Sort1	1	
GO:0005768_endosome	Sort1	1	
GO:0005769_early endosome	Sort1	1	
